demo_learn_epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
demo_learn_accuracy,0.1,0.912,0.924,0.9305,0.9315,0.931,0.9285,0.936,0.9415,0.9405,0.934,0.9435,0.9445,0.937,0.9485,0.946,0.935,0.9485,0.946,0.9385,0.952,0.934,0.9525,0.9475,0.949,0.941,0.942,0.9505
demo_learn_AP,0.10147672722533159,0.967309486593108,0.9750232260932018,0.9774808890098908,0.9793830384048874,0.979032675956884,0.9806876162469507,0.9830035894639966,0.9830997976474947,0.983871837762087,0.9801312432275331,0.9849796778600224,0.9817355697623118,0.9818250484501576,0.985587675523802,0.9854438641621724,0.9759317986571325,0.9834841168670472,0.9852861966531525,0.9835688720257927,0.986084274006952,0.9841354917915807,0.9856098037460173,0.9829500432304293,0.9835168801849447,0.981038128520731,0.9820301631420035,0.9858123519384433
demo_learn_eval,0.5232189951703904,0.09704189248008241,0.08648667141097968,0.0839570627458707,0.08007887806417033,0.07959476314055826,0.07891166550388286,0.07445958983322039,0.07457832218683315,0.0740782989830869,0.07615165938121751,0.07208882889893975,0.07052535178587996,0.07668325283915348,0.06849880325728046,0.06951066929664987,0.07634239076019575,0.06803716721778676,0.06883589334855131,0.07400457419768022,0.06443566875650376,0.07552054268871425,0.06410936879280767,0.06831017324639223,0.06713916400758799,0.07210212023877587,0.07765771670732678,0.06675457623137614
